,Month,BN,BR,BW,SN,SR,SW,RMW
18,2004-04-30,0.014225170618165122,0.017378485115489263,0.020301300591882957,0.0792536636210928,0.07876035731641516,0.08441481816495397,-0.004288638162466246
19,2004-05-31,-0.19297836157465437,-0.1833531472892473,-0.18272744338918143,-0.11398256193409764,-0.16127391158912022,-0.14863426747327735,-0.0066326740079543645
20,2004-06-30,0.0020665497856428663,0.04212951730672267,0.018598339475866858,0.01282804600887459,0.015753231381924186,0.009562497277574767,0.014860955967602618
21,2004-07-31,0.09980959454729793,0.06541711569281865,0.08761675427208562,0.09963281638527705,0.09203958387614229,0.10203105555924938,-0.01609555513118703
22,2004-08-31,0.006370734573304781,0.014386996690766967,0.007139521545317335,0.10791518607547287,0.12950707204533318,0.08713351798392187,0.02481051460343047
23,2004-09-30,0.08353858912728646,0.0684367437369477,0.08995193847398979,0.06461857931979938,0.08187151189893738,0.08587490063092199,-0.012759291734513345
24,2004-10-31,0.03296347908746807,0.007467794599310611,0.009771410523074162,0.026092082290406035,0.02703978592541056,0.03795788199113239,-0.00661085599474269
25,2004-11-30,0.048522527311629496,0.10763942867362003,0.11151616959438741,0.1252752163768375,0.140978435692669,0.14792698758945086,-0.0054126464087746184
26,2004-12-31,0.05010991858145143,0.11872475966328133,0.09815886644333424,0.1187387419182878,0.11232280745823348,0.13297990896272713,-4.5604142273281134e-05
27,2005-01-31,-0.022877353987038357,-0.020347601573900847,0.0060348357306411774,-0.021156467012723876,-0.00852301984425125,0.0003039890230735917,-0.017604723085933433
28,2005-02-28,0.03103880992036472,0.018258298788266233,0.012376565325925345,0.046863618414391774,0.06663125800113552,0.047986907927174055,0.012263041768151177
29,2005-03-31,-0.02507868037774386,-0.052934557402041074,-0.05866113951392869,-0.005083529883533832,0.0026213782626387703,-0.030483087848325312,0.019415524111425848
30,2005-04-30,-0.04168401934769516,-0.028945471045306183,-0.02360298830794336,0.011061109560187632,0.03278407521808644,0.023961890621554943,0.0017398509295843377
31,2005-05-31,0.08936124116992115,0.06455057366900621,0.0650160638724882,0.08836730756482981,0.09727913717192034,0.10668174442240679,-0.004934048726984219
32,2005-06-30,0.0793631359363956,0.002724081391968889,0.07464074555924706,0.01885947014850563,-0.017255561756256338,0.004128352541855495,-0.046650289232695
33,2005-07-31,0.028665090135557552,0.0423641744137891,0.1214943682817439,0.12171803313455244,0.09625702173006502,0.11043145394632112,-0.046652313042105445
34,2005-08-31,0.04769023945572662,0.045599233155581544,0.06082937844025223,0.1263803852787039,0.13425015887027145,0.15765956444238954,-0.019319775428394387
35,2005-09-30,0.08816883461402437,0.10486091293473018,0.06864771798926683,0.005605727191477208,0.014333092473557725,-0.012024890350144866,0.03128558888458297
36,2005-10-31,-0.06312501800377682,-0.09909575095191883,-0.10952091475923131,-0.10271736563684367,-0.10794229335224692,-0.12341992441038943,0.012951397432727496
37,2005-11-30,0.13625750332335665,0.11716550874213828,0.13044533114710957,0.11806127803934258,0.11074348323579822,0.1261253348092653,-0.014330836989219192
38,2005-12-31,0.05045852765302106,0.08608091946699574,0.05199356361156757,0.06605807028929815,0.060102599744876514,0.04257146883034856,0.02580924338497806
39,2006-01-31,0.1158751955515838,0.043215198131823965,0.08118544840927594,0.0437389301432389,0.04121769442096434,0.05909773364448971,-0.027925144750488684
40,2006-02-28,0.03718646929239069,0.08873384020582735,0.0020325915363559495,0.005619478337661493,-0.011794596731372597,-0.0008693419687124402,0.037887996953405625
41,2006-03-31,0.12184299300266048,0.13506949444368704,0.0946706979496024,0.06365870990255085,0.09365770238539026,0.07580872437443081,0.029123887252522046
42,2006-04-30,0.09202026606428654,0.0606647961947731,0.1047140265664943,0.06840442442940019,0.10042015963535866,0.09309903780005811,-0.01836405426821032
43,2006-05-31,-0.1620824433831662,-0.15119557717154591,-0.10671119873326927,-0.125072890101768,-0.15300518964056936,-0.1355624230291626,-0.030963572524841693
44,2006-06-30,0.0014899699177170307,-0.007284312748158118,-0.033378053521162084,-0.152209675328692,-0.11647748465093469,-0.16364290578570215,0.03662958095388571
45,2006-07-31,-0.02742927553083262,-0.010682646738581447,-0.01835665545170144,-0.02449606974335466,-0.04536197038126587,-0.035804971000788645,-0.0009414953336786165
46,2006-08-31,0.1127356834684562,0.07918579760867575,0.08961785586062447,0.1205198019651402,0.11416713153415019,0.12770245328074628,-0.011983689999272407
47,2006-09-30,0.05750740822789711,0.05819314069232804,0.11565074259859108,0.060986466601651225,0.06851437407497683,0.06822607897203369,-0.028584653401659943
48,2006-10-31,0.05009153525149188,0.04263021027742659,0.05145786904739212,0.04696490668966352,0.031494619407897495,0.033162590505384504,-0.005247814933726273
49,2006-11-30,0.05015801494610354,0.02728108611858284,0.07050078284242586,0.017934582208591947,0.02362076392799366,0.04736045212504394,-0.03347969246044665
50,2006-12-31,0.020927036888294982,0.010053883499317882,-0.014132609629480417,0.01805524999138927,0.02028368700952893,0.04273464726681758,0.0008677664357548236
51,2007-01-31,0.05514835564591111,0.015169394852628991,0.0325263056883586,0.049683751912967165,0.03278666692159861,0.07356593946327122,-0.02906809168870111
52,2007-02-28,-0.0797738016152639,-0.07114596142718897,-0.06044361923348972,-0.08584648072694667,-0.10981877187384251,-0.10373273218993645,-0.008394190938802643
53,2007-03-31,0.03515815639305807,-0.0012042770385022315,0.03721403102679557,-0.03869011181647867,-0.05033815136371791,-0.03688736161276339,-0.02593454890812616
54,2007-04-30,0.0766555126805708,0.06376336072210519,0.076633443388091,0.0632407971221463,0.04792533021089816,0.054212439461179096,-0.009578595958133374
55,2007-05-31,0.05618920990324047,0.034665626322662034,0.03178516185696947,0.0596888292372761,0.05599612015735348,0.032239985827727205,0.013318299397659425
56,2007-06-30,-0.004701820174652768,-0.011137287844884379,-0.005252465788515701,0.03976090470303981,0.03486350811708096,0.029847085517361163,-0.0004341997283244421
57,2007-07-31,0.05749405179937047,0.0566011524005081,0.04463876082936845,0.007504029438283815,0.03133232679940663,0.028603491732682878,0.007345613318931701
58,2007-08-31,-0.018443395207902558,0.004198499087375087,-0.000632319912655465,-0.021906767425977462,-0.015095980332603422,-0.020358081291697975,0.005046459979562552
59,2007-09-30,0.12097370747645937,0.11886589781647372,0.14624733799939457,0.08373376206081477,0.08801911373063058,0.1324627295082523,-0.03591252798027128
60,2007-10-31,0.2300323227237059,0.09413273007653773,0.19636476911795434,0.02112616172553306,0.10260320528181956,0.04464582254208638,-0.022137328150841712
61,2007-11-30,-0.037798353230543626,-0.005631946122155754,-0.024345597113805705,0.05737499754173773,0.038765647536740354,0.09479869761687634,-0.018659699544243017
62,2007-12-31,0.09382383734267614,0.10670163062024729,0.13112902339612081,0.20019558618221223,0.18056821599429604,0.22471186107563146,-0.03428551892860446
63,2008-01-31,-0.1867100560068637,-0.19869419844592298,-0.19327305674480474,-0.22426067490756255,-0.25199484205370665,-0.24332434897791924,-0.007045817388452835
64,2008-02-29,0.013501423417065396,0.031030265760520846,-0.010198857875126694,-0.020243189231297535,-0.030940165261093697,-0.03742470107056365,0.023856829722558745
65,2008-03-31,-0.07922824352285153,-0.11766612064652641,-0.11997126079075107,-0.11430634377810059,-0.16984536592216257,-0.1872025270162099,0.009831150619136003
66,2008-04-30,0.11288193694051107,0.07673635042484181,0.1477229401392969,0.0971533080441418,0.0769580824328865,0.15093720445375658,-0.07248285586766257
67,2008-05-31,-0.05006766346223818,-0.051972716804042966,-0.09423215416519809,-0.04202674543737615,-0.08210534704289191,-0.06268219968937923,0.011418145003821212
68,2008-06-30,-0.1817152306362297,-0.18907007874599538,-0.19602027596858262,-0.15639120858881286,-0.2042473390108335,-0.19696277691950773,-0.0001671824343692785
69,2008-07-31,0.08343900067814168,0.06305051073581024,0.136721761665607,0.031709083157812075,0.021271348045170512,0.0308259831543512,-0.04161294301948873
70,2008-08-31,0.004033558166148839,-0.009570397962510918,0.0032422546944029526,0.0006474465572680729,0.03775546615234861,0.004953192893470357,0.009994810300982189
71,2008-09-30,-0.12289191792250811,-0.11345676834809347,-0.14128673858432422,-0.1765991010754008,-0.1774767865820035,-0.17832551157927487,0.014339347616751041
72,2008-10-31,-0.29071712117789444,-0.25579552822884255,-0.2752243586460565,-0.3706713312066093,-0.34630564959919735,-0.3773560094283877,0.025239595123202174
73,2008-11-30,-0.04887429942042769,-0.0380341460855424,-0.04949327201648778,-0.15875321388098165,-0.1271071951438126,-0.13529584854943194,0.009823889668282362
74,2008-12-31,0.06820882942723128,0.07628012241170572,0.21720131809615462,0.11865454087423935,0.09202722390181657,0.13969718648135906,-0.09429557913199571
75,2009-01-31,-0.022360828503019167,-0.037392437913895016,-0.05296636235968027,-0.10447926618407508,-0.10060586490353915,-0.11407521232994909,0.014521635936097593
76,2009-02-28,-0.0006925495365177641,-0.034192583090775254,-0.045708915730587045,-0.06670486975209886,-0.07575937556815626,-0.08736501418597227,0.0115609856288139
77,2009-03-31,0.1169497077538196,0.06630460997571902,0.06258819209392558,0.07426017737799614,0.057090305354250116,0.03028011880397575,0.015263302216033905
78,2009-04-30,0.14757421008937913,0.14620331655411548,0.14227736093878138,0.18907246918314857,0.222712701798291,0.17938382781830822,0.023627414797658453
79,2009-05-31,0.2742103293055322,0.312128250827821,0.3560124948382187,0.4543924197525099,0.43845835259389965,0.4765266924188138,-0.04097629191765595
80,2009-06-30,-0.04487920287452405,0.007498929063441977,-0.01395156491705572,-0.04806755337751584,-0.005628691880292964,-0.0514576970458841,0.033639749573044414
81,2009-07-31,0.07555360414621232,0.16005813955560574,0.05001423552628164,0.0844068433205911,0.11274303577069124,0.06843072718945983,0.07717810630527776
82,2009-08-31,0.04229785475098738,0.016014046416419972,-0.002224278291776856,0.10364698535243974,0.11356194565630205,0.11408573700998535,0.008857266677256767
83,2009-09-30,0.06941231372135304,0.08269426465580104,0.07889923631873101,0.08617242586839677,0.07884986898269014,0.07980225549622143,0.001421320911769372
84,2009-10-31,-0.08502386934384976,0.007219742269228219,-0.10376854318863095,-0.05173174639440684,-0.05105704916080406,-0.10765230751760362,0.08379177190732937
85,2009-11-30,0.1014524416800229,0.044788701787011956,0.05999140981401092,0.059491738933145466,0.07325801662948836,0.061608015334973204,-0.0017763533662418993
86,2009-12-31,0.057665313994636536,0.04645311407419639,0.03311735311316819,0.0901489104805867,0.09600612950563729,0.06799499504626132,0.02067344771020209
87,2010-01-31,-0.03858298838187158,-0.027499816006858642,-0.04882987071895343,-0.010683354228239619,-0.01430694221668624,-0.010941050963462347,0.008982081729435445
88,2010-02-28,0.006321556352291917,0.01817490870559402,-0.030055003378200742,-0.018644348990513877,-0.007092988440925116,-0.043799627017613224,0.04246827533024144
89,2010-03-31,0.060675585179367914,0.04809290350336501,0.05478368641435741,0.06483778893871252,0.07713643735200451,0.03496765995546659,0.01773899724277276
90,2010-04-30,-0.008515568580149032,0.00023558217357283427,0.0037567219641809575,0.05247630166190728,0.06512252942175448,0.056341282051398656,0.0026300537898738506
91,2010-05-31,-0.04242003103968557,-0.006243960881570244,-0.04780448107232228,-0.07134791229688008,-0.05686641781679444,-0.0777513053878539,0.03122270388090575
92,2010-06-30,0.045947307374515446,0.0596467200909886,0.05171732837136845,0.06311204986907229,0.06576248263325825,0.06331614277044278,0.005187865791217813
93,2010-07-31,0.01706173316143631,0.022303454348302224,0.0049584565720239785,0.01889536504505529,0.03479951703045926,0.03746923373887648,0.007337640533930514
94,2010-08-31,0.028284979458941335,0.025278299571517483,-0.056378325950800126,0.010998031109181412,0.018362870703807235,0.01720903807969175,0.041405229073216546
95,2010-09-30,0.08578501612750518,0.08787981013303327,0.08323432875452559,0.07236808268418463,0.07447629818681607,0.0634623729649838,0.00782970330016998
96,2010-10-31,-0.018598289935624304,0.004154100572105615,0.011619172065918377,0.02700969000232447,-0.0025906799261069713,0.026096856356277315,-0.018076303888098524
97,2010-11-30,-0.0454344868558774,-0.02197126131391761,-0.08045580245505081,-0.07800922433013674,-0.07462439461864132,-0.10566345170323996,0.04476179911286593
98,2010-12-31,0.03521518920700809,0.03450610357955909,0.03884102345359424,0.0205925676568696,0.004104700096482981,0.011630840965006491,-0.00593053037127933
99,2011-01-31,-0.10447070548960953,-0.0734203787023718,-0.1062062497637757,-0.12640461021265761,-0.11576366743871098,-0.13061738087382693,0.023819792248259933
100,2011-02-28,-0.05538569949759638,-0.03803114564146417,-0.02921282724646852,-0.07631918664278965,-0.05909706719218491,-0.09460715384606455,0.013345884129441994
101,2011-03-31,0.06792281095822161,0.08503774798001755,0.08642155942229779,0.05562177918998469,0.08020775004742488,0.06610974911281323,0.006357094746165706
102,2011-04-30,0.024689884798377942,0.02755626217055838,-0.024149572471227742,0.04477439614814005,0.06309842705380259,0.04466716076276123,0.035068550466413745
103,2011-05-31,-0.03516908586116501,0.0025462667908668114,-0.028894642094076068,-0.06322966386265633,-0.038189352113929875,-0.04835097652655225,0.020801266648782624
104,2011-06-30,-0.0021802027016337663,0.01654780460833888,-0.00042185737473544285,-0.024124814867293502,-0.0020640666704881305,-0.028814872866139353,0.021860234089362773
105,2011-07-31,-0.01931740325389706,-0.01405895336320334,-0.03504936821741939,0.027004071775809893,0.036061688341831405,0.006216011996619711,0.025418045599713873
106,2011-08-31,-0.08177250217629399,-0.039080441464289115,-0.07982834815822397,-0.11905434387149814,-0.09147845091178576,-0.1350332412743155,0.042151348528232296
107,2011-09-30,-0.034886937505582596,0.004801615186154364,-0.010514204518298747,-0.010632385188042144,-0.008773141474855018,-0.009605242196214059,0.008073960212906076
108,2011-10-31,0.05413501332583028,0.04125032655348889,0.05802725334608505,0.016053389322870912,0.008392387003127852,0.01986148756509628,-0.014123013677282296
109,2011-11-30,-0.0971612329539438,-0.06800832971690596,-0.10493810972630127,-0.12322672164933195,-0.131234529611817,-0.16331359834229084,0.034504424369934575
110,2011-12-31,-0.06714881781312564,-0.02598548655962437,-0.0485377682491291,-0.09061838457697884,-0.1103525036411246,-0.11964133730252181,0.015920557675450975
111,2012-01-31,0.14711348795958165,0.07274569761056136,0.1729851618088629,0.13478587812554932,0.12102316586853042,0.1999138291261377,-0.08956506372795439
112,2012-02-29,0.027517283000317264,0.06283276248733573,0.046837891088541334,0.06686431186528806,0.05878490048711074,0.061285752258580586,0.006747009813662275
113,2012-03-31,-0.02766876828672728,0.0008597492667154062,-0.04808772819570585,-0.033388641493553715,0.0034755504529111456,-0.04697059573320172,0.04969681182426706
114,2012-04-30,-0.014812756103221324,0.02153174803617872,-0.025257495564218038,0.004094282082307384,0.001633501522588082,-0.00788232172870854,0.02815253342584669
115,2012-05-31,-0.061231906291839486,-0.034518466325165094,-0.07230413705696016,-0.06709465100181836,-0.07977928213434841,-0.09021516197494514,0.0241107752861959
116,2012-06-30,0.05787004319632458,0.04974276181127198,0.05678367746618343,0.03280966870605303,0.04038904417367936,0.03216339928906152,0.0005923646148531941
117,2012-07-31,-0.020890523532849082,0.003698531765975514,0.0027953453870130356,-0.015891191993818273,-0.011173199786824795,-0.008495523359747995,-0.0008872450240571608
118,2012-08-31,-0.007868202973746333,0.034858354949744236,-0.00900189616652189,-0.018886571414387373,0.013759294228428871,-0.03468599491898051,0.04615277013183775
119,2012-09-30,0.08314412429740216,0.04886466813193554,0.08518475838709898,0.0824378870846255,0.07159786477167075,0.11346134606140981,-0.039091785772451246
120,2012-10-31,-0.02049600166940847,0.015501508155430605,-0.01737797760395121,-0.01957407232323758,-0.012283364645346106,-0.010255713994173488,0.015425917554104598
121,2012-11-30,0.03228092789684235,0.03333339934115482,0.05273962630103318,0.02506340903032275,0.025740290458146332,0.03862068188093214,-0.016143309191332084
122,2012-12-31,0.02191919196435707,-0.0036196732853328536,0.009038892533425713,0.009699715037316307,0.015163989959645413,0.014941786848488568,-0.006218181353800862
123,2013-01-31,-0.001921937943846601,0.011627389327399852,0.0007841937565445187,-0.0316919427845398,-0.02101007678664257,-0.038330053210834505,0.014081585997523636
124,2013-02-28,-0.0755718458641699,-0.0209398687890555,-0.0801647284331758,-0.11221576517151273,-0.08111276325173343,-0.11913710242288904,0.048624599407637956
125,2013-03-31,-0.03709515418375684,0.016429610321195866,-0.016700902945149355,-0.053909103322478245,-0.04526124942954344,-0.0716050896740348,0.029737176755418288
126,2013-04-30,0.037263091151816814,0.02157849146803846,0.06808529770313007,0.020025690630797274,0.03688860357711644,0.05178992266150035,-0.030704062659737758
127,2013-05-31,-0.0036730808041189646,0.03523321252018601,-0.00712305170754288,-0.02063276198105586,0.007999249403487447,-0.03580699699895996,0.04308125531508815
128,2013-06-30,-0.023720436048167363,-0.03754583861710458,-0.0521863564207908,-0.07208476382154447,-0.0531761497114372,-0.0936441554548226,0.027554261773535815
129,2013-07-31,0.005269131433274088,0.0449939592851093,-0.056499769495088704,-0.06830949158915783,-0.03877899080391017,-0.11932860220652028,0.09102167009140405
130,2013-08-31,-0.003666620704289138,-0.02034056751913642,-0.05639677943379212,-0.03699824143257793,-0.03736175122725512,-0.03489869486392992,0.016796577775665247
131,2013-09-30,0.04711847572826472,0.03754504957439754,0.10080724483310893,0.0538472583973905,0.05024307538761407,0.027848959672584574,-0.020434039771840953
132,2013-10-31,0.08096227152047054,0.05165043864077913,0.06778771436462876,0.07719438846489607,0.0813520350885419,0.064539499395254,0.00033762998471913164
133,2013-11-30,0.010434526791564626,-0.029162064700339805,-0.031244068702462796,0.05278682586565159,0.049992035641160344,0.031175280513146348,0.010449379565068494
134,2013-12-31,0.05261231710415961,0.03287698952882393,0.020813288851374383,0.0628184144344501,0.08707359274277546,0.059356044095705156,0.019890624662259923
135,2014-01-31,-0.05098513508717991,0.012529622219566973,-0.05429977162468978,-0.03751195082287919,-0.04209583735329037,-0.07995754306698634,0.05234554977897636
136,2014-02-28,0.026170171273791967,0.02567266047142481,-0.005693644567302964,0.03507152362558412,0.051240945044264,0.013330523978893954,0.034638363052048905
137,2014-03-31,0.07824751801002633,0.024352114611053483,0.10015921075983329,0.08898868987898836,0.11639475801050687,0.10531084827375262,-0.03236159320601277
138,2014-04-30,-0.001014244075632876,-0.0053770630652536944,0.010598814816246173,0.043069050411934755,0.02857327643945616,0.04938190883822422,-0.018392255140133963
139,2014-05-31,0.1166799226449783,0.03461178103160365,0.17383154561067166,0.16626854831107632,0.13820030902392466,0.2448035826553323,-0.12291151910523783
140,2014-06-30,0.054149816399672764,0.07119101770917091,0.060194527564007574,0.12302215651651975,0.15757059320700187,0.12075869245450592,0.023904195448829643
141,2014-07-31,-0.007019039761797546,0.04580090281656119,-0.0007212262302683652,-0.011410919841958274,0.028953872390175064,-0.048077782415763666,0.06177689192638415
142,2014-08-31,0.04054072447682681,0.038565879953951714,-0.0189797364125141,0.042530705177154994,0.07565736779996533,-0.041151630727456964,0.08717730744694405
143,2014-09-30,0.007102981360578715,0.05085207891932662,-0.01074553533595264,0.05205559637541993,0.07935318139286598,-0.021603388721434694,0.08127709218478996
144,2014-10-31,0.04091925883846211,0.010665716950550744,0.050314018340716006,0.019949511306880205,0.010996187186584766,0.03189781167126971,-0.030274962937425105
145,2014-11-30,0.00745142333602891,0.04218496759671468,0.0008382248362121464,0.012785861539757344,0.03267028363118164,0.031185367257964468,0.021415829566859855
146,2014-12-31,-0.031901351884730283,-0.0004138512417263059,-0.018520285190912943,-4.517672298201322e-05,0.004593294240924847,-0.025998064378005083,0.024348896284058282
147,2015-01-31,0.0531630468230967,0.08563824336797903,0.06546487794019386,0.03763911086230953,0.0370175165426411,0.03983411418798229,0.00867838389122199
148,2015-02-28,0.007150734912435316,0.00655622907887367,0.038735935992815405,-0.0009491419744183714,0.0003553438762003896,0.005992728512723273,-0.01890854577523231
149,2015-03-31,-0.01062296720708724,-0.01044950973650393,-0.021562823785103654,-0.015912555417439828,-0.0055042428903116294,-0.0533891253367104,0.029499098247499245
150,2015-04-30,-0.023174890149155258,-0.05164313387544679,-0.029040291543193132,-0.004671568306686198,-0.0005922872698336665,-0.021407838724473455,-0.0008936454388069337
151,2015-05-31,0.03692437385866711,0.057135972355566195,0.0026592760425571114,0.0196439421203178,0.028718892264900646,0.016294401750212142,0.033450593413848796
152,2015-06-30,0.019929975993304806,0.004040992332427049,-0.02426418392413256,-0.0073895063887990916,-0.02174474984251024,-0.05068961300501823,0.028625019709533798
153,2015-07-31,0.028211923583694256,0.047196952656957725,0.013599397063167836,0.10703209936825327,0.10155508293309232,0.04848098358415282,0.04333582747136469
154,2015-08-31,-0.07344023113617024,-0.031261776280249017,-0.08208376810072937,-0.08003832902268249,-0.0646999612879234,-0.11233206530137026,0.0492270479169636
155,2015-09-30,-0.021045922782814298,-0.002988473458067961,-0.009966988477765393,0.005123290413660001,0.008193719483495746,0.017124360711282285,-0.0009760631040445535
156,2015-10-31,0.024835726837922005,-0.0005967589038231573,0.052277375100683345,0.03477237545481525,0.027941472158221497,0.054728579006983226,-0.039830620426634114
157,2015-11-30,-0.016670428746217006,0.0034608749852408642,-0.022049491583936386,0.03324685823817586,0.036075492298504,0.034751242607166735,0.013417308130257257
158,2015-12-31,0.01204372514878997,0.00047409860883762403,0.030652715870256697,0.025626522027315867,0.02394535196720592,0.028798344895364786,-0.01751580509478897
159,2016-01-31,-0.06276888404854375,-0.04259648933915656,-0.04277106236570036,-0.09434836804485283,-0.09347096976292835,-0.11789907742488624,0.012301340344250844
160,2016-02-29,-0.0686768788057117,-0.053503892121088276,-0.08127527849510836,-0.14869297353125493,-0.13311302849951467,-0.1582385288002495,0.02644844333737746
161,2016-03-31,0.10876890145930633,0.07954362496378554,0.0760719350215882,0.12768167214747456,0.12662148501437254,0.11695640829506425,0.006568383330752811
162,2016-04-30,0.022829396099539677,0.013224028167690862,0.02047356713767175,0.06370458175903364,0.05951226002836998,0.050746064913026905,0.0007583280726810929
163,2016-05-31,0.008787388515540638,0.031147736985414277,0.03954151253191767,-0.004442229614747906,0.010107616787084954,-0.008208967658375293,0.004961404449478426
164,2016-06-30,0.039399598842457896,0.03447744731287189,0.051559167107934956,0.06581099727620907,0.06875987158482619,0.07160656773589323,-0.009964207973065055
165,2016-07-31,0.061042764583729904,0.04801371051000245,0.068684843462075,0.028615109380401665,0.04937926423622258,0.05791133026465443,-0.0146015994902522
166,2016-08-31,0.022599710420109095,0.006528715665003567,0.033137347690519355,0.026160453622059012,0.019173310409206966,-0.004783625476973843,-0.0013258480696674898
167,2016-09-30,-0.005180787415839703,-0.0017729282950252653,-0.025976695750283024,0.006798148742637101,0.012022358177512717,-0.013279611320688662,0.02475286847672957
168,2016-10-31,0.017516773965239964,0.014767845382069726,0.03181219085556621,0.07869996424409317,0.07837183682564743,0.07571748833431712,-0.007194998491083085
169,2016-11-30,-0.05522434171212608,-0.05358555151992912,-0.03586722878280781,-0.08818090033506762,-0.09836469448888921,-0.1051678767910008,-0.00545757021750487
170,2016-12-31,-0.002461533630426142,-0.003420366486467909,-0.035870895467255685,-0.011849749213386546,-0.02717371657577845,-0.013560426751004754,0.00941861957800704
171,2017-01-31,0.049405958378114075,0.061804815755736195,0.09478225924654493,0.07063159851006619,0.07645820144626593,0.07342693278723446,-0.014973087415888625
172,2017-02-28,0.046343080380977834,0.0357034311512722,0.031024038975437256,0.04221580969627478,0.05448587901662423,0.045990423274423875,0.006587423959017645
173,2017-03-31,0.027596196988771055,0.03925479838130989,0.0270609864380101,0.04960892653920308,0.07115100043981966,0.056822259542084905,0.013261276420517276
174,2017-04-30,0.0319058126150642,0.0275173430427758,0.014018064778265331,0.04530587404932545,0.06028090353270826,0.07832075664724165,-0.0022702874250114594
175,2017-05-31,-0.014982856051795059,0.05316780859958167,-0.022980340471519405,-0.02481877219009516,-0.0148346102623077,-0.07827865201483793,0.06979609541181565
176,2017-06-30,0.0004157284250706015,-0.006973660548587183,0.012209495590123404,0.010362372553409086,0.014707563672338619,0.022054324457550973,-0.013264958461961471
177,2017-07-31,0.07093500906784025,0.011703186103005615,0.0548139458503105,0.038722223762495886,0.03888344129964403,0.06663032814687578,-0.03542882329726831
178,2017-08-31,-0.007806006814967429,0.04541793713016355,-0.00200922389037999,-0.011307638814683387,-0.008015406526758485,-0.01807183753686153,0.02874179601532329
179,2017-09-30,-0.006926982590807346,-0.03157192987480818,0.008844395781976074,0.00835545206492855,0.01567685952743306,0.005715821299886344,-0.01522764371461877
180,2017-10-31,0.10029195167815881,0.057272500978419856,0.08545297751897435,0.09412610221526714,0.08696240191719545,0.09740190100097469,-0.019309987812166862
181,2017-11-30,0.0024700725498010413,-0.003870058696037701,-0.0245459084674527,0.025782734412147627,0.0559782375891375,0.02641247309904652,0.02512080713075299
182,2017-12-31,0.03310114945758944,0.05033972667168344,0.04932653843974363,0.05992371044220934,0.04997286071026959,0.06554858165533775,-0.0072812663565641755
183,2018-01-31,0.0034081581028240137,0.0009304480120620682,0.011432775634484903,-0.029765167092877607,-0.031166940721482548,-0.04732275131560308,0.0028267414858488497
184,2018-02-28,-0.040043386996792815,-0.014837987644779121,-0.04231130721603077,-0.023678757977582763,-0.02876197869088349,-0.05452889098930389,0.02662011593483602
185,2018-03-31,-0.03886408659303994,-0.017326059575172987,-0.05388316316485701,-0.08094665758805997,-0.06018295266970854,-0.09663143328344627,0.036502792101710875
